,level_0,Objet,Model,Attaque,Intensité,Score,Difference absolue,MSE,Coef de corrélation,SSIM
65,260,airliner,VGG16,PGD,1.0,-1,163.38028140943877,21.41079400510204,0.05468347617510726,0.19525800873711016
66,264,bear,MobileNetV2,FGSM,0.001,-1,166.6348254145408,18.903838488520407,-0.11560785528793535,0.26104081185013606
67,268,bear,MobileNetV2,FGSM,0.003,-1,166.64899553571428,18.87143255739796,-0.11559488749506112,0.2610237489757196
68,272,bear,MobileNetV2,FGSM,0.006,-1,166.7200255102041,18.876255580357142,-0.1155373167111731,0.26108399265268495
69,276,bear,MobileNetV2,FGSM,0.01,-1,166.72102200255102,18.895448022959183,-0.11551677844444821,0.2611414290781235
70,280,bear,MobileNetV2,FGSM,0.03,-1,166.69240274234693,18.894431600765305,-0.11560554522477792,0.2611863095705753
71,284,bear,MobileNetV2,FGSM,0.06,-1,167.65082908163265,18.767717633928573,-0.11582032232946518,0.2586410544412238
72,288,bear,MobileNetV2,FGSM,0.0,-1,166.62938456632654,18.9085618622449,-0.11560330555558894,0.26104897400873955
73,292,bear,MobileNetV2,FGSM,0.1,-1,167.27732382015307,18.827387595663264,-0.11496325719134881,0.2584715796029009
74,296,bear,MobileNetV2,FGSM,0.3,-1,166.4347297512755,19.002690529336736,-0.116063066057906,0.26143367444256854
75,300,bear,MobileNetV2,FGSM,0.6,-1,169.04089604591837,18.633868781887756,-0.11902231667332264,0.24913993438434456
76,304,bear,MobileNetV2,FGSM,1.0,-1,169.79982461734693,18.382772640306122,-0.1182783458542846,0.248958908570184
77,308,bear,MobileNetV2,PGD,0.001,-1,125.23676658163265,12.223114636479592,0.7072521667815312,0.6811464807218519
78,312,bear,MobileNetV2,PGD,0.003,-1,121.00057796556122,12.348413584183673,0.7117592298552154,0.683868815783278
79,316,bear,MobileNetV2,PGD,0.006,-1,158.28852439413265,8.760841836734693,0.6676440736953452,0.5635007387771184
80,320,bear,MobileNetV2,PGD,0.01,-1,101.90738600127551,15.766222895408163,0.6569993430812737,0.6808321181775806
81,324,bear,MobileNetV2,PGD,0.03,-1,127.54117506377551,13.2998046875,0.6137328099997563,0.6259588787729808
82,328,bear,MobileNetV2,PGD,0.06,-1,148.5381855867347,11.942801339285714,0.5784207702396588,0.5529810934779409
83,332,bear,MobileNetV2,PGD,0.0,-1,115.92869100765306,13.21368781887755,0.7011321665635808,0.6937099288076535
84,336,bear,MobileNetV2,PGD,0.1,-1,183.04057716836735,9.16422193877551,0.525435715139033,0.37546673237971856
85,340,bear,MobileNetV2,PGD,0.3,-1,200.52738360969389,8.481026785714286,0.3287968187789899,0.20964832604270128
86,344,bear,MobileNetV2,PGD,0.6,-1,196.17875079719389,7.418247767857143,0.4565395184695332,0.29334638237386984
87,348,bear,MobileNetV2,PGD,1.0,-1,202.98044882015307,10.18815768494898,0.09529499816338426,0.1575129185699239
88,352,bear,ResNet152V2,FGSM,0.001,-1,149.30014349489795,19.685387436224488,0.14559726858390656,0.3228781973762883
89,356,bear,ResNet152V2,FGSM,0.003,-1,149.42617984693877,19.779057716836736,0.14383558394213902,0.32137179663462084
90,360,bear,ResNet152V2,FGSM,0.006,-1,149.15577168367346,19.858657525510203,0.1441930828944092,0.32296969366863165
91,364,bear,ResNet152V2,FGSM,0.01,-1,149.80038265306123,19.8258131377551,0.14015930618725045,0.31996330651348037
92,368,bear,ResNet152V2,FGSM,0.03,-1,154.7657246492347,18.892398756377553,0.1362299706879486,0.30055806802881296
93,372,bear,ResNet152V2,FGSM,0.06,-1,158.78409996811226,18.003527582908163,0.14582544772937364,0.28589121724525624
94,376,bear,ResNet152V2,FGSM,0.0,-1,151.59177694515307,19.29494180484694,0.145909618183023,0.3140805092101632
95,380,bear,ResNet152V2,FGSM,0.1,-1,156.20145089285714,18.422652264030614,0.1439298406588715,0.30167335565072906
96,384,bear,ResNet152V2,FGSM,0.3,-1,159.36607142857142,17.78970025510204,0.15494271302936385,0.28036955910973355
97,388,bear,ResNet152V2,FGSM,0.6,-1,155.13552295918367,18.3668287627551,0.16620676251820812,0.3005388366721789
98,392,bear,ResNet152V2,FGSM,1.0,-1,160.6589205994898,17.478435905612244,0.16211272713711736,0.2757333089959861
99,396,bear,ResNet152V2,PGD,0.001,-1,75.77365672831633,24.11981823979592,0.6572228080377335,0.6409716877431614
100,400,bear,ResNet152V2,PGD,0.003,-1,88.75203284438776,21.359255420918366,0.6650767480143815,0.6499491603916732
101,404,bear,ResNet152V2,PGD,0.006,-1,85.62446189413265,21.808075573979593,0.6718714784218033,0.645996322092104
102,408,bear,ResNet152V2,PGD,0.01,-1,104.73997528698979,18.39487005739796,0.6710894298512278,0.6373209970835717
103,412,bear,ResNet152V2,PGD,0.03,-1,84.07437818877551,22.90009167729592,0.6222460349320069,0.6142557536666676
104,416,bear,ResNet152V2,PGD,0.06,-1,82.12767059948979,23.5263671875,0.6094239311934762,0.5979928999711933
105,420,bear,ResNet152V2,PGD,0.0,-1,63.55654097576531,26.189891581632654,0.6602326183924888,0.6316126329308858
106,424,bear,ResNet152V2,PGD,0.1,-1,79.65357940051021,26.9105149872449,0.525453259204115,0.5849325649998591
107,428,bear,ResNet152V2,PGD,0.3,-1,119.24356265943878,22.629105548469386,0.5052020000609647,0.5362565811363238
108,432,bear,ResNet152V2,PGD,0.6,-1,183.03077168367346,14.2548828125,0.24459278552274943,0.2562729750664885
109,436,bear,ResNet152V2,PGD,1.0,-1,197.62800940688774,10.513532366071429,0.2797134714097973,0.18740708352026997
110,440,bear,VGG16,FGSM,0.001,-1,63.450892857142854,74.00990513392857,-0.028151619726300623,0.1619473628157399
111,444,bear,VGG16,FGSM,0.003,-1,63.470344387755105,74.0927734375,-0.028171156654284185,0.16188145409044255
112,448,bear,VGG16,FGSM,0.006,-1,63.465900031887756,74.01648198341837,-0.028118935134878245,0.16204576349738795
113,452,bear,VGG16,FGSM,0.01,-1,63.42920918367347,73.95980149872449,-0.028107523499071398,0.1619227175391515
114,456,bear,VGG16,FGSM,0.03,-1,63.48501275510204,73.99744897959184,-0.028419752766397948,0.1618597033347287
115,460,bear,VGG16,FGSM,0.06,-1,63.27670599489796,74.12330596301021,-0.0285707991609411,0.16191949270810638
116,464,bear,VGG16,FGSM,0.0,-1,63.00346779336735,74.20776865433673,-0.028184538085235883,0.16195967594145164
117,468,bear,VGG16,FGSM,0.1,-1,63.16220902423469,74.42831234056122,-0.028510002569017968,0.16154747972898992
118,472,bear,VGG16,FGSM,0.3,-1,63.55713887117347,74.26745854591837,-0.02947434311179341,0.1619211544815338
119,476,bear,VGG16,FGSM,0.6,-1,63.89863679846939,74.13938934948979,-0.030382757086460037,0.16225183585546343
120,480,bear,VGG16,FGSM,1.0,-1,66.08250956632654,73.05028300382654,-0.03148644817407184,0.16210337394376165
121,484,bear,VGG16,PGD,0.001,-1,38.18180006377551,85.865234375,0.3083312329704687,0.1730202022031828
122,488,bear,VGG16,PGD,0.003,-1,39.36170679209184,84.73477359693878,0.32332004970390477,0.18270400072549955
123,492,bear,VGG16,PGD,0.006,-1,38.944316007653065,84.67384805484694,0.3310577428089296,0.18388647248206924
124,496,bear,VGG16,PGD,0.01,-1,45.79892777423469,79.07551419005102,0.3380913235436521,0.20654832594298947
125,500,bear,VGG16,PGD,0.03,-1,80.05873325892857,60.46861049107143,0.2852507983112949,0.2389708383156456
126,504,bear,VGG16,PGD,0.06,-1,118.26915258290816,43.342653858418366,0.20428354965934542,0.1992282669496274
127,508,bear,VGG16,PGD,0.0,-1,39.60317681760204,84.37410315688776,0.304138695347194,0.17696284778181115
128,512,bear,VGG16,PGD,0.1,-1,103.41440130739795,50.58984375,0.1912271277660412,0.19736690319121114
129,516,bear,VGG16,PGD,0.3,-1,94.70770886479592,54.86736686862245,0.2011857789058033,0.2064562330101003
130,520,bear,VGG16,PGD,0.6,-1,117.81572863520408,45.858278858418366,0.16518946287119282,0.16582449347467113
131,524,bear,VGG16,PGD,1.0,-1,118.71039939413265,44.38408801020408,0.1625536440580504,0.17196761814037767
132,528,cliff-dwelling,MobileNetV2,FGSM,0.001,-1,125.46458466198979,42.00970583545919,-0.0006546469742335307,0.11669063755863582
133,532,cliff-dwelling,MobileNetV2,FGSM,0.003,-1,125.47341358418367,41.9465481505102,-0.0005031927244835812,0.11676336322749524
134,536,cliff-dwelling,MobileNetV2,FGSM,0.006,-1,125.45729033801021,41.940449617346935,-0.0007010141609166938,0.1167476807493402
135,540,cliff-dwelling,MobileNetV2,FGSM,0.01,-1,125.28579400510205,41.957928093112244,-0.0005695033675919689,0.11695487750206714
136,544,cliff-dwelling,MobileNetV2,FGSM,0.03,-1,125.42930883290816,41.77911750637755,-0.0002314474433649464,0.11688021302306478
137,548,cliff-dwelling,MobileNetV2,FGSM,0.06,-1,126.08683434311224,41.53013392857143,-0.001084665544683212,0.115651885384471
138,552,cliff-dwelling,MobileNetV2,FGSM,0.0,-1,125.47377232142857,41.99364237882653,-0.0006704238237036312,0.11667632030100843
139,556,cliff-dwelling,MobileNetV2,FGSM,0.1,-1,126.1615911989796,41.41810825892857,-0.0016343277898764868,0.11537421583632992
140,560,cliff-dwelling,MobileNetV2,FGSM,0.3,-1,125.93755978954081,41.49451929209184,-0.003205463497020649,0.11395817344563319
141,564,cliff-dwelling,MobileNetV2,FGSM,0.6,-1,124.35917570153062,42.2470703125,-0.0036020988396052193,0.11858875416203225
142,568,cliff-dwelling,MobileNetV2,FGSM,1.0,-1,123.91470025510205,42.439373405612244,-0.0030887624367921113,0.11837781431754818
143,572,cliff-dwelling,MobileNetV2,PGD,0.001,-1,105.53451849489795,46.57676977040816,0.3128736410932855,0.28390848708840466
144,576,cliff-dwelling,MobileNetV2,PGD,0.003,-1,124.986328125,37.76255580357143,0.3370898052808181,0.28022750323589324
145,580,cliff-dwelling,MobileNetV2,PGD,0.006,-1,99.50569993622449,49.00454400510204,0.3212827747275326,0.28762082889656365
146,584,cliff-dwelling,MobileNetV2,PGD,0.01,-1,114.84923070790816,42.42725605867347,0.29950843027005947,0.26996048110058846
147,588,cliff-dwelling,MobileNetV2,PGD,0.03,-1,128.1849290497449,36.84576291454081,0.2863475895319727,0.23488545423266283
148,592,cliff-dwelling,MobileNetV2,PGD,0.06,-1,117.74274553571429,42.194316007653065,0.2350051635093806,0.2336253679610221
149,596,cliff-dwelling,MobileNetV2,PGD,0.0,-1,102.19250239158163,48.330197704081634,0.3085451164734251,0.28170987641520523
150,600,cliff-dwelling,MobileNetV2,PGD,0.1,-1,127.81475207270408,38.443917410714285,0.20773359098737584,0.20454215619704036
151,604,cliff-dwelling,MobileNetV2,PGD,0.3,-1,65.72809709821429,66.86397879464286,0.12257540037275678,0.21243151547197867
152,608,cliff-dwelling,MobileNetV2,PGD,0.6,-1,82.33910634566327,59.566725127551024,0.06946903004240389,0.1995423867023438
153,612,cliff-dwelling,MobileNetV2,PGD,1.0,-1,111.46306999362245,47.642219387755105,0.035884306629926116,0.16745573833568644
154,616,cliff-dwelling,ResNet152V2,FGSM,0.001,-1,62.435965401785715,65.47618383290816,0.23776702772190283,0.22462519653674443
155,620,cliff-dwelling,ResNet152V2,FGSM,0.003,-1,62.34701849489796,65.51618303571429,0.23829024357236045,0.2245772571176931
156,624,cliff-dwelling,ResNet152V2,FGSM,0.006,-1,62.419363839285715,65.33364556760205,0.23855857716088802,0.22484497792478103
157,628,cliff-dwelling,ResNet152V2,FGSM,0.01,-1,62.16683274872449,65.3172831632653,0.23928398410016752,0.22492094121677658
158,632,cliff-dwelling,ResNet152V2,FGSM,0.03,-1,61.638552295918366,65.81517059948979,0.24068627419191801,0.2256884374115902
159,636,cliff-dwelling,ResNet152V2,FGSM,0.06,-1,59.8513034119898,66.62440210459184,0.2432299994006177,0.22459544341656448
160,640,cliff-dwelling,ResNet152V2,FGSM,0.0,-1,62.81421396683673,65.38970822704081,0.23815225810470395,0.22475876263225017
161,644,cliff-dwelling,ResNet152V2,FGSM,0.1,-1,61.32314253826531,65.78583386479592,0.24393201482327642,0.22554173713794146
162,648,cliff-dwelling,ResNet152V2,FGSM,0.3,-1,60.64740114795919,66.11930006377551,0.23676104642574763,0.2250731978899219
163,652,cliff-dwelling,ResNet152V2,FGSM,0.6,-1,63.47931281887755,65.07003348214286,0.23686170957541425,0.2269560443395182
164,656,cliff-dwelling,ResNet152V2,FGSM,1.0,-1,64.18211894132654,64.45910395408163,0.23402337956403016,0.22455707068388567
165,660,cliff-dwelling,ResNet152V2,PGD,0.001,-1,128.22146045918367,34.51544563137755,0.3933974255830495,0.33508658709248007
166,664,cliff-dwelling,ResNet152V2,PGD,0.003,-1,122.96233258928571,36.21934789540816,0.40940021352684364,0.34935109612224025
167,668,cliff-dwelling,ResNet152V2,PGD,0.006,-1,120.26355229591837,37.854213169642854,0.3737556848082428,0.34501916415439016
168,672,cliff-dwelling,ResNet152V2,PGD,0.01,-1,111.5444634885204,41.78573421556123,0.35914609938252984,0.3436680782271624
169,676,cliff-dwelling,ResNet152V2,PGD,0.03,-1,136.49099170918367,32.97207828443877,0.2945163630308345,0.27685361135746883
170,680,cliff-dwelling,ResNet152V2,PGD,0.06,-1,124.00504225127551,38.112623565051024,0.23637556458187164,0.2690514468513989
171,684,cliff-dwelling,ResNet152V2,PGD,0.0,-1,135.45567602040816,31.736049107142858,0.39512907190691005,0.326108717611019
172,688,cliff-dwelling,ResNet152V2,PGD,0.1,-1,53.180544483418366,68.87472098214286,0.22123229610041034,0.2514828053126561
173,692,cliff-dwelling,ResNet152V2,PGD,0.3,-1,126.80205676020408,40.02289939413265,0.09437551467303373,0.20663317412507162
174,696,cliff-dwelling,ResNet152V2,PGD,0.6,-1,118.25926737882654,40.16976243622449,0.24486393168601317,0.23013112120652152
175,700,cliff-dwelling,ResNet152V2,PGD,1.0,-1,117.84321189413265,41.00288982780612,0.23649786414474042,0.22317353683933674
176,704,cliff-dwelling,VGG16,FGSM,0.001,-1,106.38950892857143,52.44437579719388,0.026425124560619885,0.14840055845989925
177,708,cliff-dwelling,VGG16,FGSM,0.003,-1,106.36888153698979,52.444654815051024,0.02642615013703995,0.14841820685431545
178,712,cliff-dwelling,VGG16,FGSM,0.006,-1,107.54005899234694,51.88026147959184,0.026606886704714554,0.1475922813581156
179,716,cliff-dwelling,VGG16,FGSM,0.01,-1,107.59905133928571,51.90062978316327,0.026584440472743404,0.1476245806526816
180,720,cliff-dwelling,VGG16,FGSM,0.03,-1,107.86820392219387,51.856365593112244,0.026762386153068946,0.1476113701233415
181,724,cliff-dwelling,VGG16,FGSM,0.06,-1,107.419921875,52.1418606505102,0.026781674009079364,0.1474094773926643
182,728,cliff-dwelling,VGG16,FGSM,0.0,-1,106.39403300382654,52.45137117346939,0.02640100161893144,0.14836675289939572
183,732,cliff-dwelling,VGG16,FGSM,0.1,-1,107.34386957908163,52.202806122448976,0.027366861925131495,0.14735775024056558
184,736,cliff-dwelling,VGG16,FGSM,0.3,-1,107.53485730229592,52.43277662627551,0.02862823280687803,0.1487732417059284
185,740,cliff-dwelling,VGG16,FGSM,0.6,-1,107.53786670918367,52.19555165816327,0.028791877834308664,0.1492278500306917
186,744,cliff-dwelling,VGG16,FGSM,1.0,-1,108.6204759247449,51.52391581632653,0.027431567929086652,0.14569122828293718
187,748,cliff-dwelling,VGG16,PGD,0.001,-1,97.13354990433673,54.87665417729592,0.17248520235744744,0.24342110276471093
188,752,cliff-dwelling,VGG16,PGD,0.003,-1,87.23034917091837,59.74970105229592,0.1696197806451869,0.24826264917739696
189,756,cliff-dwelling,VGG16,PGD,0.006,-1,114.93078364158163,46.50571986607143,0.1791411338706444,0.23648513472608892
190,760,cliff-dwelling,VGG16,PGD,0.01,-1,123.06457270408163,43.36294244260204,0.17525206984023234,0.22743713177149544
191,764,cliff-dwelling,VGG16,PGD,0.03,-1,109.87474091198979,49.27186304209184,0.10212709020438332,0.2232012477239759
192,768,cliff-dwelling,VGG16,PGD,0.06,-1,112.63020169005102,47.87581712372449,0.12416594517463493,0.2002945361864347
193,772,cliff-dwelling,VGG16,PGD,0.0,-1,95.45742984693878,56.07806521045919,0.16380910619159245,0.2443798211421737
194,776,cliff-dwelling,VGG16,PGD,0.1,-1,120.64289700255102,44.24262595663265,0.10625181614153732,0.19185752930528724
195,780,cliff-dwelling,VGG16,PGD,0.3,-1,100.80038265306122,53.917610012755105,0.07370337027944439,0.179559187496438
196,784,cliff-dwelling,VGG16,PGD,0.6,-1,101.66137197066327,54.167311065051024,0.033850359430375274,0.17093501963848318
197,788,cliff-dwelling,VGG16,PGD,1.0,-1,99.296875,54.341238839285715,0.08067971437189228,0.1730091563035578
198,792,goldfish,MobileNetV2,FGSM,0.001,-1,94.06764190051021,34.379763233418366,-0.05517801185601426,0.36810640986039644
199,796,goldfish,MobileNetV2,FGSM,0.003,-1,94.00743383290816,34.42733577806123,-0.0551749467675459,0.3679571049967045
200,800,goldfish,MobileNetV2,FGSM,0.006,-1,94.83619658801021,34.10162228954081,-0.05487692387835913,0.36921101968950343
201,804,goldfish,MobileNetV2,FGSM,0.01,-1,94.71428571428571,34.112922512755105,-0.05488016024929344,0.36928557760640013
202,808,goldfish,MobileNetV2,FGSM,0.03,-1,94.900390625,34.02393574617347,-0.05471830604977841,0.36932105782406555
203,812,goldfish,MobileNetV2,FGSM,0.06,-1,94.52859933035714,34.12954400510204,-0.05463260806360747,0.36966239592911543
204,816,goldfish,MobileNetV2,FGSM,0.0,-1,94.08781090561224,34.3776705994898,-0.05517720275114584,0.3681512747198794
205,820,goldfish,MobileNetV2,FGSM,0.1,-1,94.55829480229592,34.11800462372449,-0.05451223975106633,0.36936584670984035
206,824,goldfish,MobileNetV2,FGSM,0.3,-1,94.37930484693878,34.37149234693877,-0.0549281348943471,0.36714214808124573
207,828,goldfish,MobileNetV2,FGSM,0.6,-1,90.2428053252551,35.35624601403061,-0.055020023056270115,0.3732746524458769
208,832,goldfish,MobileNetV2,FGSM,1.0,-1,90.50362723214286,35.16270727040816,-0.05646323355568319,0.3736445635881473
209,836,goldfish,MobileNetV2,PGD,0.001,-1,123.39152184311224,24.152283960459183,0.15315643149160896,0.4045143763359241
210,840,goldfish,MobileNetV2,PGD,0.003,-1,142.18168048469389,19.606166294642858,0.1733159982808957,0.3623480066212254
211,844,goldfish,MobileNetV2,PGD,0.006,-1,163.92859135841837,14.633749202806122,0.17448623691515414,0.2884671813986524
212,848,goldfish,MobileNetV2,PGD,0.01,-1,162.96496332908163,15.214983258928571,0.1485201286296881,0.2738905550015138
213,852,goldfish,MobileNetV2,PGD,0.03,-1,148.6378547512755,19.108597735969386,0.09271500969675008,0.3249240347808046
214,856,goldfish,MobileNetV2,PGD,0.06,-1,163.2903380102041,16.245376275510203,0.10059004239964545,0.274659682704201
215,860,goldfish,MobileNetV2,PGD,0.0,-1,139.76171875,20.039859693877553,0.206122256212742,0.4006647795727287
216,864,goldfish,MobileNetV2,PGD,0.1,-1,182.34707828443877,11.450932716836734,0.08587888298782004,0.19296994164932743
217,868,goldfish,MobileNetV2,PGD,0.3,-1,153.42179528061226,18.701889349489797,0.03799995026895639,0.29509564534229976
218,872,goldfish,MobileNetV2,PGD,0.6,-1,145.4333944515306,20.014708227040817,0.05322851863109014,0.31085238350913486
219,876,goldfish,MobileNetV2,PGD,1.0,-1,174.1109693877551,13.593152104591837,0.029994773199347773,0.22008776075990052
220,880,goldfish,ResNet152V2,FGSM,0.001,-1,53.946308992346935,62.08633609693877,0.0830494017434073,0.25495638547296867
221,884,goldfish,ResNet152V2,FGSM,0.003,-1,55.17914939413265,61.46424585459184,0.08406427870560348,0.2568207552026171
222,888,goldfish,ResNet152V2,FGSM,0.006,-1,54.22381218112245,61.918865593112244,0.0837539573992098,0.2556339528425184
223,892,goldfish,ResNet152V2,FGSM,0.01,-1,56.311304209183675,60.90292171556123,0.08357013906483907,0.25837165476014295
224,896,goldfish,ResNet152V2,FGSM,0.03,-1,57.097775829081634,60.514090401785715,0.0815304912775271,0.2588920120173892
